Day_month,Date,Input_Hoa_Binh,Yen_Bai,Vu_Quang,Evaporation,Demand,H_Up (m),Energy_demand,Qtu_(m3/s),Qbot_(m3/s),Qspill_(m3/s),Q_Sơn Tây,Q_Hà Nội,H Hà Nội
10-15,2026-10-15,1548.679961618063,955.7071630742543,1971.9622653761971,0.0060839694656488,388.0,112.9691470789272,19006.66184666012,1772.9690357484697,0.0,0.0,2007.3859564673799,1815.9358862505494,244.21079893886713
10-16,2026-10-16,2001.893505438576,645.4458198311258,1106.3424449323636,0.0060839694656488,388.0,113.23571720706191,19006.66184666012,1961.943229491759,0.0,0.0,3386.0216665811786,2976.0454808536715,157.79531126218956
10-17,2026-10-17,1683.0911655695284,549.185909013782,1033.1040494939507,0.0060839694656488,388.0,112.92749032153709,19006.66184666012,1523.1857765654904,0.0,0.0,4560.838937173812,2081.4025705070035,276.217708586111
10-18,2026-10-18,1435.415658705924,806.6392917288096,983.4543540121358,0.0060839694656488,388.0,113.20794889599684,19006.66184666012,1284.5814010815816,0.0,0.0,3623.661627569314,2673.478253439497,270.9838145800534
10-19,2026-10-19,1346.7499627775328,690.3851628535001,1010.5783489763024,0.0060839694656488,388.0,111.93754284203774,19006.66184666012,1723.059870327625,0.0,0.0,3182.997038392394,1971.352689870425,243.1228086381376
10-20,2026-10-20,1283.6367524530442,564.5806422772935,924.8486476953672,0.0060839694656488,400.0,111.52562068940036,19006.66184666012,1260.9788357777804,0.0,0.0,3051.519988684028,1717.642037137101,197.5377381662055
10-21,2026-10-21,1528.851861981053,713.9379483297432,823.5123159250195,0.0060839694656488,400.0,115.26148995172444,19006.66184666012,1960.4392655483878,0.0,0.0,3015.5249874861665,1808.632875069317,214.20486678758704
10-22,2026-10-22,1684.8451716336795,583.398428183854,814.5442571706367,0.0060839694656488,400.0,112.26613946418013,19006.66184666012,1482.403135083876,0.0,0.0,3205.265025824196,2341.0339960682963,216.84615223589435
10-23,2026-10-23,1846.991784936314,685.9605908761238,903.536495806813,0.0060839694656488,400.0,112.21793891462329,19006.66184666012,1350.76294879628,0.0,0.0,2482.365364612131,1998.6861607072913,227.7335845626292
10-24,2026-10-24,1817.7504856638072,583.8285793712466,1028.1354608412207,0.0060839694656488,400.0,111.09602076229324,19006.66184666012,1468.1390014867225,0.0,0.0,3495.25695033992,1878.4904628695358,227.12628910550643
10-25,2026-10-25,1753.4392766435383,834.5231837937063,1048.9992395976417,0.0060839694656488,400.0,112.99636134571183,19006.66184666012,1054.7313210421628,0.0,0.0,3554.7989105712822,2139.0146135560526,201.7164516707514
10-26,2026-10-26,1991.4706223251558,761.556152369403,1091.236679000904,0.0060305343511449,400.0,112.47042836781748,19006.66184666012,1118.795138818064,0.0,0.0,3468.6032184035985,2194.9012774168064,218.56493425197604
10-27,2026-10-27,1635.3210599431718,600.7242719865278,1006.6345171356887,0.0059770992366411,400.0,115.57734546814245,19006.66184666012,1515.7925977449152,0.0,0.0,3239.724956064398,2246.4834361168155,217.37572068997258
10-28,2026-10-28,2263.5436362911164,702.5013735565002,1240.8531466416414,0.0059236641221373,400.0,115.12345096805309,19006.66184666012,1128.1768177641713,0.0,0.0,2980.8586706340147,2268.9906214455727,236.45761460654006
10-29,2026-10-29,1481.1781518503547,659.1914100281654,551.5437570940172,0.0058702290076335,400.0,113.69212744592323,19006.66184666012,980.0091322422543,0.0,0.0,3213.674815417507,1737.0208813363597,214.35411714961253
10-30,2026-10-30,1325.1476983629218,680.0321958228504,996.9233675886239,0.0058167938931296,400.0,116.28423482734405,19006.66184666012,1301.46805134566,0.0,0.0,3014.1379688948527,1457.3027697845732,212.38716793225208
10-31,2026-10-31,1186.980471736863,447.9759723889667,981.4920650334715,0.0057633587786258,174.0,115.30167470795203,19006.66184666012,1314.8266278431156,0.0,0.0,2527.0981868556573,1703.0183798800895,192.70639334786256
11-01,2026-11-01,1187.8165767480689,551.9309000781695,564.2260033967366,0.005709923664122,174.0,114.3593880163038,19006.66184666012,1153.1084243144103,0.0,0.0,2308.194730254045,1805.2609075558391,216.38461795050748
11-02,2026-11-02,820.6781747792227,622.8412474874879,709.1165294273054,0.0056564885496182,174.0,112.63788688865152,19006.66184666012,1223.5539505771314,0.0,0.0,2452.8432960255805,1492.3672296122102,189.23535335320472
11-03,2026-11-03,1056.9666869904495,374.9109151850733,661.972710698084,0.0056030534351144,174.0,116.32843237549501,19006.66184666012,893.0968546083236,0.0,0.0,2856.3135471324986,1480.7882003975633,162.50212379726213
11-04,2026-11-04,825.622261602002,441.61386631373136,562.7114567101569,0.0055496183206106,174.0,113.40382420728052,19006.66184666012,688.6830871820428,0.0,0.0,1939.1665754235983,1658.1558055943976,191.51920649534014
11-05,2026-11-05,1042.2614088458597,358.3636293256609,581.3073451973636,0.0055496183206106,174.0,113.14452720420856,19006.66184666012,1372.7017537128086,0.0,0.0,1807.8533654545017,1570.7399018439778,178.61750582869013
11-06,2026-11-06,796.4785512120034,412.21255235301373,535.2837344534381,0.0055496183206106,174.0,115.19738117796321,19006.66184666012,890.2272654320443,0.0,0.0,2234.713490451234,1512.7581986739772,156.93550502932237
11-07,2026-11-07,925.101234423972,469.03177542690423,705.1310657145557,0.0055496183206106,174.0,116.4122775107993,19006.66184666012,1044.6087691549196,0.0,0.0,2167.804240015651,1343.8381468413957,150.98254594478394
11-08,2026-11-08,1144.4634994544385,491.7397323022532,656.9614813118361,0.0055496183206106,174.0,115.6829997347953,19006.66184666012,1209.8122184476829,0.0,0.0,2186.934956511409,1378.7945870318829,156.79475679413179
11-09,2026-11-09,1411.3827774341567,445.68351979617535,659.2907785181735,0.0055496183206106,174.0,115.10149230281584,19006.66184666012,1052.4124740049729,0.0,0.0,2105.1540032828934,1173.8883063231895,151.6407651082353
11-10,2026-11-10,1269.9371338475564,774.3684803084386,646.951940727882,0.0055496183206106,153.0,115.27389442071899,19006.66184666012,1069.1808422423924,0.0,0.0,2001.0993397631455,1523.6369745101147,148.6191836830184
11-11,2026-11-11,852.5464352478177,381.127564009112,549.668071691151,0.0055496183206106,153.0,115.66096449941182,19006.66184666012,1429.8448940235032,0.0,0.0,2545.777998175833,1613.9015178509335,159.41882296771226
11-12,2026-11-12,1150.3912057047412,315.2589584038286,623.1913216584056,0.0055496183206106,153.0,115.55600407934382,19006.66184666012,1131.527348875432,0.0,0.0,1940.8532454028218,1270.3853020797708,190.29006507739876
11-13,2026-11-13,1389.6212018356568,487.98672845678004,794.3457410139257,0.0055496183206106,153.0,115.01917245159149,19006.66184666012,1405.2843448993492,0.0,0.0,2278.350642484745,1512.123864010975,188.6754732310529
11-14,2026-11-14,1183.708043372496,523.5840688236685,622.0662195575014,0.0055496183206106,153.0,114.88577931836484,19006.66184666012,1316.5988285072472,0.0,0.0,2517.5233289768325,1486.3548134525408,181.1560329248408
11-15,2026-11-15,1260.1845445513216,505.2286762135689,951.8329651633344,0.0055496183206106,153.0,114.64039204110958,19006.66184666012,1524.066105200724,0.0,0.0,2223.1152828140775,1692.5906329116106,203.2486187146936
11-16,2026-11-16,1329.3244848362208,349.987902870139,794.8064048883481,0.0055496183206106,153.0,113.72454689047076,19006.66184666012,1727.1460878905305,0.0,0.0,2736.2974971800904,1854.782417373113,180.29200514925142
11-17,2026-11-17,933.6196493285814,385.1839552508293,750.8974925123017,0.0055496183206106,153.0,114.2147252918946,19006.66184666012,1476.5109508105897,0.0,0.0,3182.1982300691902,1702.1888073072137,204.01004835645895
11-18,2026-11-18,1180.6587718584155,320.0595701004762,861.127986466247,0.0055496183206106,153.0,112.37302275107022,19006.66184666012,1501.2847643253124,0.0,0.0,2677.446581851579,1709.673864819198,217.09732990936664
11-19,2026-11-19,1312.4022789820017,384.75770852611504,841.3003984246901,0.0055496183206106,153.0,114.18498451906824,19006.66184666012,1488.5726659468137,0.0,0.0,2681.2655764401793,1606.2380737103456,180.73192916731753
11-20,2026-11-20,1307.218234704173,353.3080789309057,735.0985177486668,0.0055496183206106,172.0,112.96363868352822,19006.66184666012,1151.0811890438354,0.0,0.0,2237.1075213336385,1711.7728488910893,168.14887722713803
11-21,2026-11-21,1259.9530420300891,298.4234024928353,935.2047078519256,0.0055496183206106,172.0,112.68345799443559,19006.66184666012,1108.7674476458092,0.0,0.0,2362.102096728503,1684.3974801891422,171.3439389864124
11-22,2026-11-22,498.30633946062835,295.1098405628875,578.3652078228273,0.0055496183206106,172.0,114.27027857312528,19006.66184666012,899.9050771614505,0.0,0.0,2262.608072467287,1516.8104324419917,157.87629973016004
11-23,2026-11-23,764.1631235009323,304.8377061390213,678.6075414619005,0.0055496183206106,172.0,115.8803409317059,19006.66184666012,789.4257984980476,0.0,0.0,2034.063974777069,1428.0927455309136,146.32652389524065
11-24,2026-11-24,912.9959219123893,361.93548776400127,667.5772894218683,0.0055496183206106,172.0,115.20288503035891,19006.66184666012,1251.7367699373563,0.0,0.0,2269.381423292323,1221.6460459859895,135.20287942577306
11-25,2026-11-25,1090.8689734640445,514.0873122436603,594.4066163924565,0.0055435114503816,172.0,111.72625648962358,19006.66184666012,720.2879734322785,0.0,0.0,2065.4730663860905,1254.1137693603189,120.63568853201672
11-26,2026-11-26,1232.2279448289864,349.7290597770616,650.7696967484939,0.0055374045801526,172.0,112.55367272412616,19006.66184666012,888.6606886296174,0.0,0.0,1745.4363760691144,1526.4855984185679,144.3994889877931
11-27,2026-11-27,1707.28378013756,413.4723646304505,493.55722953799955,0.0055312977099236,172.0,115.38629895708422,19006.66184666012,1076.239613780443,0.0,0.0,2103.4690319482224,1519.3923767959657,160.15592038466735
11-28,2026-11-28,1024.6814264321652,349.8261315778332,694.5828214570965,0.0055251908396946,172.0,112.54577727391938,19006.66184666012,1129.6573716369742,0.0,0.0,2167.5322105109676,1364.1167525916212,150.69916766771357
11-29,2026-11-29,1129.8738468798051,305.9750058666668,559.4874294962013,0.0055190839694656,172.0,113.72795317378059,19006.66184666012,1080.7122822554227,0.0,0.0,2210.7064962069526,1529.2983004315104,170.73513324326922
11-30,2026-11-30,1126.733133625936,317.6124204750688,501.0736890933157,0.0055129770992366,149.0,114.93287925649605,19006.66184666012,1039.6863567441137,0.0,0.0,2180.2323154236296,1457.946430449885,154.32307520002678
12-01,2026-12-01,807.8302122975548,282.01346616967885,599.0546558662282,0.0055068702290076,149.0,112.4802544557799,19006.66184666012,959.0081167651258,0.0,0.0,1745.5648901443653,1211.6109303443102,152.0687767584921
12-02,2026-12-02,1009.1418613308798,309.1901626684939,507.33207545023066,0.0055007633587786,149.0,114.0659480272902,19006.66184666012,1086.2240317990604,0.0,0.0,1808.3036359389398,1380.185319324556,137.81704220260272
12-03,2026-12-03,1031.932477265471,270.92456520079975,455.49718705826905,0.0054946564885496,149.0,111.5804518358221,19006.66184666012,1111.638241543688,0.0,0.0,1761.014084122339,1480.3935778850362,154.9199781392759
12-04,2026-12-04,726.4527789578693,327.97623664363545,432.8326952210374,0.0054885496183206,149.0,112.662137949898,19006.66184666012,885.6794589209679,0.0,0.0,1914.9472200452333,1229.1094518753227,132.7386589669022
12-05,2026-12-05,923.0497393415898,315.75036706411936,648.5621099026209,0.0054885496183206,149.0,114.16388587315056,19006.66184666012,1060.0449015128245,0.0,0.0,1953.2484924197372,1201.186941621652,141.96415238267718
12-06,2026-12-06,890.2331581677623,330.9373058718728,481.1179759117224,0.0054885496183206,149.0,110.93327097902255,19006.66184666012,904.8310805941346,0.0,0.0,2055.479080408955,1291.0872008409394,134.2982872964494
12-07,2026-12-07,716.9479728935124,328.2206401113491,817.426381441314,0.0054885496183206,149.0,114.33065656021331,19006.66184666012,1066.6199198078114,0.0,0.0,1915.008209559809,1313.7300826025362,146.0650631265056
12-08,2026-12-08,716.1002162412386,270.8869530723289,371.6545836635752,0.0054885496183206,149.0,113.43235348390087,19006.66184666012,918.8307397797139,0.0,0.0,1843.9987979725122,1377.193468934736,127.87897563461394
12-09,2026-12-09,365.5895416501604,252.91623902758334,751.9432029225939,0.0054885496183206,149.0,114.3292740127287,19006.66184666012,843.5811218279072,0.0,0.0,1807.5266477907974,1291.6749568057724,125.80715251704305
12-10,2026-12-10,770.0386589513043,282.9784953267847,578.2457477587803,0.0054885496183206,149.0,113.68869842371782,19006.66184666012,765.4567639141037,0.0,0.0,1589.1705981662742,1248.3051553075675,139.7255021294862
12-11,2026-12-11,481.4924215044248,263.2389255834292,529.608316617101,0.0054885496183206,137.0,115.77383887061828,19006.66184666012,607.9270463706798,0.0,0.0,2001.9989159521629,998.8109912693767,111.95299379379205
12-12,2026-12-12,859.3982234372883,238.98599360583972,493.0496925401938,0.0054885496183206,137.0,113.39649778444162,19006.66184666012,1045.5884981330448,0.0,0.0,1399.6121137053526,1219.9242839855706,130.20023846360587
12-13,2026-12-13,1012.5617654221694,244.13420494397113,591.8718193875139,0.0054885496183206,137.0,112.25329607780164,19006.66184666012,852.3365476129044,0.0,0.0,1785.808529964215,1273.967067122793,118.11433233740792
12-14,2026-12-14,822.1018030547526,254.36503667431776,549.3811637048491,0.0054885496183206,137.0,113.27172054202975,19006.66184666012,905.9846541579393,0.0,0.0,2110.0614686376407,1247.6354864013183,145.83229554664155
12-15,2026-12-15,556.7254948286006,198.17662470362342,678.712176955691,0.0054885496183206,137.0,114.05603914316674,19006.66184666012,977.6702176285521,0.0,0.0,1825.1604089644768,1275.3502948056823,128.41068775973912
12-16,2026-12-16,467.4558580957398,212.28857975781688,575.8441379957577,0.0054885496183206,137.0,112.94469477294022,19006.66184666012,960.2386154349671,0.0,0.0,1741.5149902154071,1149.147220365814,138.58281067944992
12-17,2026-12-17,722.6101948727401,283.3743109022775,538.2127105188056,0.0054885496183206,137.0,112.81531913462102,19006.66184666012,839.362356114236,0.0,0.0,1623.6691947321826,1206.8325693887439,134.4846112607269
12-18,2026-12-18,694.6020292187811,314.4559171750731,469.2844607371919,0.0054885496183206,137.0,111.33323663950799,19006.66184666012,788.3733632362752,0.0,0.0,1582.4674039438137,1178.7120598772883,120.39109505706719
12-19,2026-12-19,661.7397300266558,247.39257002008364,499.42230017895156,0.0054885496183206,137.0,111.45658716677303,19006.66184666012,673.1683549661018,0.0,0.0,1717.5040761355885,1103.8640610956672,126.3266149752468
12-20,2026-12-20,979.2825830995025,262.7418005276092,516.8615966469324,0.0054885496183206,137.0,110.1374832384226,19006.66184666012,887.1756282414397,0.0,0.0,1314.6228340164405,1106.128891719758,119.63985584426314
12-21,2026-12-21,753.6955438477513,246.3559973720833,383.9030821545546,0.0054885496183206,137.0,116.21508385484698,19006.66184666012,1251.527788953062,0.0,0.0,1741.9802725594873,1032.131044051671,113.10444850323069
12-22,2026-12-22,1262.7272171829336,291.7418148225456,399.2247452442331,0.0054885496183206,137.0,110.39923428151496,19006.66184666012,1044.5588235307237,0.0,0.0,1435.200443651339,1101.5867000263152,106.11927654556726
12-23,2026-12-23,1202.40510991529,237.15758499273278,520.7937696992591,0.0054885496183206,137.0,111.50291710148895,19006.66184666012,664.8881726674446,0.0,0.0,1550.5123508398021,962.4924738410878,97.51721728029597
12-24,2026-12-24,539.5563662235803,205.33360088621296,476.6941731828428,0.0054885496183206,137.0,111.47973997555552,19006.66184666012,1011.8073913211026,0.0,0.0,1494.9369166995868,1083.9010703599577,121.78725598593913
12-25,2026-12-25,849.9929764186065,186.90897561772672,483.1469132421447,0.0054885496183206,137.0,114.56742278278801,19006.66184666012,1047.759815277452,0.0,0.0,1662.3047380803182,1137.5268556861197,115.50756999057705
12-26,2026-12-26,820.4753039892922,179.47460358320555,506.4484091795304,0.0054045801526717,137.0,112.3249371554614,19006.66184666012,1026.959835830759,0.0,0.0,1414.76682555731,1206.9508351587356,130.41990595930884
12-27,2026-12-27,832.3147624178649,218.34965091829264,521.3598559859644,0.0053206106870228,137.0,115.15430418477617,19006.66184666012,902.1604633281239,0.0,0.0,1633.7730452357146,1098.1804483436363,121.85007383120393
12-28,2026-12-28,456.47596340354517,225.8174622236712,503.9488866146111,0.005236641221374,137.0,111.53245039506795,19006.66184666012,845.8183224830705,0.0,0.0,1972.4263474936156,1118.4952585917517,128.64566975691056
12-29,2026-12-29,421.22727691377594,189.1583482558703,497.2545990546768,0.0051526717557251,137.0,113.15145161191396,19006.66184666012,557.7493425976553,0.0,0.0,1367.341661640618,1210.0924267807507,122.71597682107377
12-30,2026-12-30,363.3734555785901,217.02556095709897,523.1628703069346,0.0050687022900762,137.0,111.02558413529246,19006.66184666012,601.2890274648043,0.0,0.0,1579.6377996576723,1085.512335260705,120.19103463425655
12-31,2026-12-31,386.0930905344421,212.56410669873816,426.8391200883508,0.0049847328244274,137.0,116.31204345092306,19006.66184666012,536.6428335293452,0.0,0.0,1315.2719437522187,904.7739448752174,114.43872571351847
01-01,2027-01-01,230.13905876866448,236.90502973564594,548.2054095017718,0.005,56.0,111.48408500498456,19006.66184666012,435.3968600505832,0.0,0.0,1389.0609305138685,1059.6128910862656,118.27518049336155
01-02,2027-01-02,276.9543428877167,233.13984198560883,477.6643530448902,0.005,56.0,107.71969853558534,19006.66184666012,624.0360106853183,0.0,0.0,1390.941316004027,1032.950390754459,115.2283288804764
01-03,2027-01-03,559.0020818531962,218.38698831781355,431.9332400135775,0.005,56.0,109.1649119071881,19006.66184666012,754.474938427901,0.0,0.0,1472.8914861595924,1016.4546779217711,102.81272286234868
01-04,2027-01-04,625.2619509667296,213.9047649055471,541.9070910445446,0.005,56.0,113.25315840695004,19006.66184666012,661.3152659069393,0.0,0.0,1623.3883494335796,1096.6526474275283,115.82964006864908
01-05,2027-01-05,589.8399476820452,261.24981641026716,489.0730173493635,0.005,56.0,113.27086428479315,19006.66184666012,682.2713183766457,0.0,0.0,1383.9410043117655,1195.037019536379,104.64374200613501
01-06,2027-01-06,668.4618030177471,266.2684656316345,429.67262999375816,0.005,56.0,112.55441934469498,19006.66184666012,685.2362748903214,0.0,0.0,1828.9223277273513,998.1046539734778,108.18487945876355
01-07,2027-01-07,1120.3181747668086,266.26499532711426,574.3711470013269,0.005,56.0,110.0754817877008,19006.66184666012,871.0711219769718,0.0,0.0,1538.404998472966,1025.3048956927457,104.43629802304193
01-08,2027-01-08,790.0075626679696,391.11522789503016,559.2591309253006,0.005,56.0,111.65179471033355,19006.66184666012,1018.4606615912302,0.0,0.0,1629.0328041102757,907.3649712555391,100.809702209758
01-09,2027-01-09,737.9459873600086,774.2756287275726,520.7516087115957,0.005,56.0,111.67179579860729,19006.66184666012,1239.4151897302263,0.0,0.0,1922.9440300038605,1065.4889114158339,112.10529295351428
01-10,2027-01-10,1168.509639614213,834.5298879981801,642.2822775925296,0.005,56.0,109.67303304778905,19006.66184666012,1358.808972829856,0.0,0.0,2210.5325941279884,1410.7176968237602,123.91118753933576
01-11,2027-01-11,908.278655993227,315.1389749602407,623.2449679033712,0.005,533.0,114.11974907974198,19006.66184666012,722.5133326203204,0.0,0.0,2491.344312056029,1740.2861473045743,136.38266896249092
01-12,2027-01-12,966.3740014154423,434.0110266645897,597.1875260022993,0.005,533.0,113.21688595807558,19006.66184666012,693.9195558697608,0.0,0.0,2478.011706988517,1539.3669648755836,135.84721572206382
01-13,2027-01-13,983.8304133101666,602.1489522905707,958.6491118382652,0.005,533.0,111.53838071211412,19006.66184666012,793.1678658246291,0.0,0.0,2497.7751894181956,1443.0217498421298,152.7227553697255
01-14,2027-01-14,869.6446530986666,343.45625760409814,1029.1736603689021,0.005,533.0,112.07985194579865,19006.66184666012,1299.3239529307043,0.0,0.0,2364.3523493001635,1567.8659036481802,147.58035672551074
01-15,2027-01-15,796.5667155027907,335.58765155430797,560.11611510125,0.005,533.0,112.42815110397791,19006.66184666012,705.0909743852868,0.0,0.0,2127.711276344202,1279.2513613979809,161.739265935729
01-16,2027-01-16,886.0928986952799,317.6542884806733,683.0720905596639,0.005,533.0,109.47032174440022,19006.66184666012,1114.3810285935517,0.0,0.0,1982.061909027681,1398.3664140362434,157.4643104061755
01-17,2027-01-17,849.5809518434671,244.47818124121406,551.4086632750439,0.005,533.0,112.00549675943552,19006.66184666012,1120.210834910681,0.0,0.0,1863.0691572752032,1325.6451731584048,114.28059918513671
01-18,2027-01-18,1067.9255048934922,266.12399724974875,597.6502166863617,0.005,533.0,111.46276849829222,19006.66184666012,1127.5537844963087,0.0,0.0,2196.884379084989,1064.8266962402229,122.96223489238359
01-19,2027-01-19,937.2447311541823,141.04691422085347,691.7596105747483,0.005,533.0,110.83549679411385,19006.66184666012,1723.3335276670064,0.0,0.0,2436.6187845600025,1160.3864205781442,138.81515915271302
01-20,2027-01-20,629.6447169576055,194.74003037146161,763.3709532507748,0.005,1098.0,111.45426217809569,19006.66184666012,1689.5348562652307,0.0,0.0,1928.4502618794181,1499.804694040631,158.75614824162582
01-21,2027-01-21,1053.6659868546103,210.65153987176288,857.3816796332577,0.005,1098.0,113.99450358881373,19006.66184666012,1415.382758424536,0.0,0.0,2664.373874569672,1475.2059360660428,159.63692711899895
01-22,2027-01-22,609.4540587406811,197.85313659198127,846.4700137958953,0.005,1098.0,112.05743199497368,19006.66184666012,1452.8147554772322,0.0,0.0,2774.1435212090537,1622.5069268518735,178.00946587263357
01-23,2027-01-23,845.7456166509851,253.33718022553631,995.7490851039341,0.005,1098.0,109.96471039138734,19006.66184666012,1242.5225210681597,0.0,0.0,2829.401309269118,2050.9804194487665,185.75805815361807
01-24,2027-01-24,775.0978277590427,187.88037588692833,914.0214654496739,0.005,1098.0,111.37106013006917,19006.66184666012,933.4592181509536,0.0,0.0,2525.5231185601756,1663.217316578705,153.01602743296542
01-25,2027-01-25,870.7710119251757,234.64412425053322,816.3411642883956,0.005,1098.0,112.33464216672584,19006.66184666012,819.9702553060031,0.0,0.0,2804.352351226854,1599.9069822422587,185.33647979948853
01-26,2027-01-26,802.6471927040645,228.26862216061676,643.5930081321183,0.0049801526717557,1098.0,111.67875535565832,19006.66184666012,555.4405120620518,0.0,0.0,2500.3873903339368,1418.080230058879,171.63395940844336
01-27,2027-01-27,594.3754458609354,288.1500727387099,553.588498046252,0.0049603053435114,1098.0,110.58349489907722,19006.66184666012,727.9544111753775,0.0,0.0,1720.6502546019897,1453.6048568132305,128.90954950880698
01-28,2027-01-28,936.5538473899244,199.01892296944254,686.3546834623078,0.0049404580152671,1098.0,109.72909380579085,19006.66184666012,739.3808695763469,0.0,0.0,1884.4711710201234,1245.0370041410054,131.97470749580606
01-29,2027-01-29,540.1567290696458,274.03517888900336,700.722806995963,0.0049206106870228,1098.0,111.17510329293744,19006.66184666012,1164.9541708207162,0.0,0.0,1649.1165587663788,1168.13140490481,142.43549507124393
01-30,2027-01-30,668.2733357308084,238.61557953486675,583.2251790252312,0.0049007633587785,1098.0,110.64818838633634,19006.66184666012,782.338676101123,0.0,0.0,1631.0181103355162,1549.7061428167385,134.21869620949158
01-31,2027-01-31,657.6291607669172,214.84891672052436,732.4212782532975,0.0048809160305343,2123.0,110.95219700493058,19006.66184666012,1367.7966749799075,0.0,0.0,1958.7910282678188,1630.5156301088377,162.1799633815172
02-01,2027-02-01,710.2533068637173,222.41449308512333,836.380287406565,0.00486106870229,2123.0,110.35676367995536,19006.66184666012,1555.8106871519037,0.0,0.0,2558.6444018137636,1233.342029255286,186.62345012183025
02-02,2027-02-02,617.2488809771144,222.4801448905715,536.932724302189,0.0048412213740457,2123.0,110.42885601591736,19006.66184666012,947.0029518785042,0.0,0.0,2686.9554360340867,1030.8279581214952,131.0125637310303
02-03,2027-02-03,605.6334883134747,209.36814745766068,798.6795862305518,0.0048213740458014,2123.0,108.5002096906846,19006.66184666012,1120.0712867460206,0.0,0.0,2443.3633176837257,1608.044669941914,117.9274020278851
02-04,2027-02-04,654.5722390440915,218.01262857475862,662.4848750579807,0.0048015267175572,2123.0,110.38900630248752,19006.66184666012,1186.2648950689836,0.0,0.0,2079.3550617851856,1247.0370791424384,141.01241295799133
02-05,2027-02-05,522.1859117315425,217.2264651541367,751.5062081705465,0.0048015267175572,2123.0,108.98741011508218,19006.66184666012,877.1281762464921,0.0,0.0,2076.974970517876,1258.3555286804155,129.93094942566628
02-06,2027-02-06,778.7879927626034,212.63052539041385,649.2273377362242,0.0048015267175572,2123.0,111.11450695716921,19006.66184666012,1816.4530538631307,0.0,0.0,1928.573660727021,1047.6660476505838,133.7669639183516
02-07,2027-02-07,419.4456294510008,199.18676012735486,620.1320789620437,0.0048015267175572,2123.0,107.18337981787461,19006.66184666012,1432.755559655122,0.0,0.0,2500.676508064411,1617.4373798008462,174.14786617275536
02-08,2027-02-08,411.2137096608341,218.2988921833976,643.3531950655233,0.0048015267175572,2123.0,110.33353448978326,19006.66184666012,927.8098311420108,0.0,0.0,2666.501890926094,1310.040112066157,133.32280365452112
02-09,2027-02-09,488.3981690671144,158.1200510884829,734.1911101836165,0.0048015267175572,2123.0,107.93843264590625,19006.66184666012,1036.729399543019,0.0,0.0,2394.008737677473,1570.130587174578,160.24320946885308
02-10,2027-02-10,768.3388298669624,198.42158800672098,730.6403616087601,0.0048015267175572,2123.0,106.40296234719737,19006.66184666012,1246.4138770005607,0.0,0.0,2490.6204331562376,1397.6872344415813,133.01939208224977
02-11,2027-02-11,628.8420322915453,140.25696944573173,603.1577452004342,0.0048015267175572,1587.0,106.40252909821326,19006.66184666012,918.9383892519091,0.0,0.0,2349.9064928843864,1199.0881495087458,178.39722381305845
02-12,2027-02-12,669.8503189477464,177.22148609397883,707.6419751420959,0.0048015267175572,1587.0,106.48307992268022,19006.66184666012,943.1104907045112,0.0,0.0,1999.230197545888,1205.8908239160364,169.55661500823152
02-13,2027-02-13,640.6412648663865,202.73719070955008,461.70211916894186,0.0048015267175572,1587.0,107.61882092470516,19006.66184666012,773.1836183993624,0.0,0.0,2008.4630485339612,1221.5357324713173,104.18185122750688
02-14,2027-02-14,361.2119079171499,195.16555150888493,586.9643703242093,0.0048015267175572,1587.0,107.53733131857983,19006.66184666012,1221.0443768116484,0.0,0.0,1864.889517345122,1124.1892533225746,108.76930235773212
02-15,2027-02-15,392.6161035107831,177.31018671711536,489.5771596798786,0.0048015267175572,1587.0,105.49439763984039,19006.66184666012,792.1619719028802,0.0,0.0,1736.0077530726578,1279.944419810097,137.73177617093626
02-16,2027-02-16,553.4951290637989,189.35159261300592,570.8969333528889,0.0048015267175572,1587.0,106.09485283265344,19006.66184666012,959.4559935982604,0.0,0.0,1981.7581648686237,1607.2574185342519,119.34904196350067
02-17,2027-02-17,791.6571572748427,201.81260330055142,636.8228738446031,0.0048015267175572,1587.0,109.0070362942604,19006.66184666012,784.8420373967879,0.0,0.0,1656.990671947172,857.348329239777,120.63290416842388
02-18,2027-02-18,787.7385764060675,184.05165896844258,517.0254234348888,0.0048015267175572,1587.0,108.21434635555619,19006.66184666012,663.5054052333118,0.0,0.0,1662.5531944144523,1508.66977501429,124.5157631232415
02-19,2027-02-19,356.83533920905376,213.69019830919603,614.0389205889019,0.0048015267175572,1587.0,106.39257757034409,19006.66184666012,1001.0489890091139,0.0,0.0,1801.9841657910947,1288.3372611939321,89.8824968894007
02-20,2027-02-20,633.0418620607178,186.10078370895116,753.9030165543759,0.0048015267175572,1587.0,105.76294124894673,19006.66184666012,878.7302628614564,0.0,0.0,1563.2517449711247,1106.2569616250923,130.1516030142008
02-21,2027-02-21,474.84738092571934,160.75292025244337,524.4894608192036,0.0048015267175572,1046.0,105.64435784731853,19006.66184666012,943.4666797324649,0.0,0.0,1675.6526679218423,1071.570742616842,118.22572075929675
02-22,2027-02-22,377.87333410145584,184.56869350428457,662.7595579698299,0.0048015267175572,1046.0,106.09788687310103,19006.66184666012,668.0144578602475,0.0,0.0,1524.0592834048996,1164.2093430760658,119.04669229040357
